date,product,region,quantity,sales,profit
2024-02-06,Smartwatch,India,3,7174,1114
2024-02-06,Mobile,Germany,1,42455,12364
2024-02-06,Tablet,Canada,2,42729,9907
2024-02-06,Smartwatch,India,1,40445,7392
2024-02-06,Tablet,USA,10,16003,3445
2024-02-07,Laptop,Canada,4,43191,7891
2024-02-07,Camera,USA,6,37782,6215
2024-02-07,Tablet,Canada,6,27646,6640
2024-02-07,Camera,Canada,2,12902,1824
2024-02-07,Headphones,Germany,4,38304,7986
2024-02-07,Laptop,Canada,7,35734,5749
2024-02-08,Camera,India,4,17381,4959
2024-02-08,Headphones,India,6,35669,6705
2024-02-08,Smartwatch,India,6,1913,382
2024-02-08,Smartwatch,India,1,42232,5919
2024-02-08,Laptop,India,9,15146,3089
2024-02-09,Smartwatch,USA,7,41116,7991
2024-02-09,Tablet,UK,7,28921,6540
2024-02-09,Camera,USA,6,13449,2826
2024-02-10,Headphones,Germany,8,42175,11216
2024-02-10,Headphones,Germany,3,28091,3569
2024-02-10,Mobile,Canada,4,34733,7043
2024-02-10,Smartwatch,Germany,7,43701,8691
2024-02-11,Tablet,India,6,13861,2318
2024-02-11,Laptop,USA,9,27798,3692
2024-02-11,Camera,Canada,6,7086,1722
2024-02-12,Mobile,India,7,27978,3514
2024-02-12,Tablet,USA,10,37103,10382
2024-02-12,Camera,UK,4,17121,4366
2024-02-13,Laptop,USA,5,47368,5350
2024-02-13,Laptop,Germany,6,15761,2037
2024-02-13,Mobile,UK,5,46673,5543
2024-02-13,Camera,UK,1,42357,5471
2024-02-14,Smartwatch,India,8,30996,8615
2024-02-14,Tablet,UK,4,26140,6454
2024-02-14,Laptop,USA,2,7297,1260
2024-02-14,Camera,Germany,2,27166,4424
2024-02-14,Camera,USA,5,20865,2113
2024-02-15,Camera,Canada,9,32859,9684
2024-02-15,Laptop,Germany,6,23270,5552
2024-02-15,Camera,Canada,7,7008,1295
2024-02-15,Mobile,India,6,4613,832
2024-02-16,Tablet,Canada,7,18536,3059
2024-02-16,Laptop,UK,4,44968,12179
2024-02-16,Laptop,Germany,5,22582,5670
2024-02-16,Smartwatch,India,1,42329,6255
2024-02-16,Camera,Canada,8,13645,4087
2024-02-17,Mobile,UK,2,26783,5161
2024-02-17,Tablet,USA,9,15658,4668
2024-02-17,Mobile,Germany,2,7065,1854
2024-02-17,Headphones,UK,7,28755,5941
2024-02-18,Camera,Canada,5,30070,5793
2024-02-18,Laptop,India,1,27940,6823
2024-02-18,Smartwatch,India,5,36822,6421
2024-02-18,Tablet,India,2,19272,5614
2024-02-18,Tablet,USA,9,28079,8299
2024-02-19,Headphones,UK,9,31672,3246
2024-02-19,Laptop,Canada,8,15707,2242
2024-02-19,Tablet,USA,9,46540,5627
2024-02-20,Smartwatch,USA,2,23931,2586
2024-02-20,Tablet,India,8,13396,1858
2024-02-20,Mobile,Canada,9,41376,8160
2024-02-20,Headphones,UK,6,25008,3415
2024-02-21,Mobile,USA,6,22670,6747
2024-02-21,Laptop,Germany,5,2609,498
2024-02-21,Headphones,UK,4,24626,5344
2024-02-21,Smartwatch,USA,9,15391,2278
2024-02-22,Headphones,UK,4,5058,512
2024-02-22,Smartwatch,Germany,8,6660,1077
2024-02-22,Headphones,Canada,3,28522,8067
2024-02-22,Tablet,Germany,5,10913,2769
2024-02-22,Mobile,Germany,10,9570,1784
2024-02-23,Tablet,India,2,4898,507
2024-02-23,Tablet,USA,4,30977,3126
2024-02-23,Camera,USA,8,49268,9549
2024-02-23,Mobile,UK,7,42377,6268
2024-02-24,Camera,Canada,3,13880,1668
2024-02-24,Headphones,Canada,9,6080,1432
2024-02-24,Headphones,Canada,6,14447,2547
2024-02-24,Camera,Canada,4,26954,6864
2024-02-24,Tablet,Canada,10,40102,7189
2024-02-25,Tablet,USA,4,17568,3404
2024-02-25,Laptop,Canada,7,14955,4455
2024-02-25,Mobile,UK,5,15070,1650
2024-02-25,Laptop,USA,3,45068,6840
2024-02-25,Smartwatch,Germany,4,40634,11756
2024-02-25,Mobile,Canada,6,23733,2705
2024-02-26,Camera,Germany,3,8546,1987
2024-02-26,Headphones,Germany,9,19896,5124
2024-02-26,Laptop,Canada,7,3740,995
2024-02-26,Laptop,Canada,5,5542,1462
2024-02-27,Headphones,Germany,8,25000,5599
2024-02-27,Mobile,Germany,7,4490,1098
2024-02-27,Laptop,Canada,5,6247,1780
2024-02-27,Laptop,Germany,1,16140,2017
2024-02-27,Mobile,Canada,10,27446,3908
2024-02-28,Mobile,India,4,9126,1276
2024-02-28,Tablet,USA,8,13793,3407
2024-02-28,Tablet,Canada,6,45978,12736
2024-02-28,Smartwatch,USA,10,22887,5230
2024-02-28,Headphones,USA,2,3566,895
2024-02-29,Mobile,UK,4,8434,2457
2024-02-29,Mobile,India,5,13421,3491
2024-02-29,Mobile,Germany,5,18919,4360
2024-02-29,Camera,UK,4,48348,11607
2024-02-29,Laptop,USA,8,30121,7892
2024-02-29,Tablet,Canada,3,25155,2911
2024-03-01,Camera,USA,6,6007,1233
2024-03-01,Tablet,Germany,3,11648,1537
2024-03-01,Smartwatch,Canada,1,31208,9241
2024-03-01,Camera,UK,5,49443,12235
2024-03-02,Smartwatch,Germany,4,10758,1409
2024-03-02,Tablet,India,9,27486,3111
2024-03-02,Smartwatch,Germany,7,16430,3354
2024-03-02,Laptop,Canada,2,33804,8042
2024-03-02,Smartwatch,USA,9,28842,4411
2024-03-03,Mobile,Germany,1,24255,5982
2024-03-03,Headphones,UK,2,29571,3647
2024-03-03,Smartwatch,USA,1,15683,3964
2024-03-03,Mobile,Germany,9,9115,2628
2024-03-04,Mobile,USA,4,46676,10448
2024-03-04,Smartwatch,Germany,3,35269,6120
2024-03-04,Smartwatch,UK,7,49285,7452
2024-03-05,Camera,Canada,6,32191,7651
2024-03-05,Tablet,Canada,9,4932,1152
2024-03-05,Headphones,UK,6,7696,1425
2024-03-05,Camera,India,8,18770,2886
2024-03-05,Smartwatch,USA,6,23874,6624
2024-03-06,Camera,Canada,4,9665,1977
2024-03-06,Smartwatch,UK,8,29536,8338
2024-03-06,Headphones,Germany,8,29600,7269
2024-03-06,Camera,USA,9,41926,6375
2024-03-07,Tablet,Canada,9,43291,10591
2024-03-07,Headphones,India,3,26933,6758
2024-03-07,Laptop,UK,2,39015,5016
2024-03-07,Camera,India,1,31540,8614
2024-03-07,Smartwatch,Canada,9,17791,2572
2024-03-07,Camera,UK,9,14461,3525
2024-03-08,Mobile,Canada,9,2687,636
2024-03-08,Tablet,India,5,49878,7217
2024-03-08,Camera,Germany,7,23262,5141
2024-03-08,Laptop,India,5,27295,3760
2024-03-08,Laptop,India,7,26724,7451
2024-03-08,Tablet,Germany,4,20662,4166
2024-03-09,Tablet,USA,1,25384,6788
2024-03-09,Headphones,Canada,7,38093,9154
2024-03-09,Laptop,USA,8,30192,6924
2024-03-09,Headphones,Canada,5,14393,4266
2024-03-09,Smartwatch,Canada,9,46063,13611
2024-03-09,Mobile,UK,5,19148,5180
2024-03-10,Camera,Canada,10,20973,3195
2024-03-10,Smartwatch,UK,7,14610,2176
2024-03-10,Tablet,USA,4,1836,203
2024-03-11,Tablet,Canada,1,12572,2350
2024-03-11,Smartwatch,Canada,4,6146,1838
2024-03-11,Mobile,Germany,3,10397,1386
2024-03-11,Tablet,Canada,9,28153,7082
2024-03-12,Mobile,India,1,21941,3350
2024-03-12,Mobile,Germany,1,17522,4681
2024-03-12,Mobile,Canada,5,26302,5591
2024-03-12,Mobile,Canada,3,10998,1743
2024-03-12,Laptop,India,5,49897,9936
2024-03-13,Camera,Germany,7,20469,5655
2024-03-13,Laptop,Germany,3,7736,1623
2024-03-13,Camera,Canada,9,20581,5766
2024-03-13,Headphones,India,3,11097,1711
2024-03-13,Mobile,Canada,7,14837,3003
2024-03-14,Laptop,Germany,4,28388,7004
2024-03-14,Mobile,India,10,46120,10629
2024-03-14,Camera,India,8,4162,1052
2024-03-14,Camera,UK,5,40580,11174
2024-03-14,Mobile,USA,2,5760,1446
2024-03-14,Mobile,USA,7,30437,3758
2024-03-15,Tablet,India,9,1091,151
2024-03-15,Camera,Canada,9,35017,8257
2024-03-15,Smartwatch,Germany,10,17868,2069
2024-03-15,Headphones,UK,4,21268,3397
2024-03-16,Laptop,Canada,5,34842,6980
2024-03-16,Laptop,Germany,2,37907,7672
2024-03-16,Laptop,Germany,2,32925,8622
2024-03-17,Camera,India,4,23524,5025
2024-03-17,Headphones,Germany,9,33415,8955
2024-03-17,Mobile,UK,2,6818,827
2024-03-17,Camera,Germany,1,38081,6751
2024-03-18,Headphones,Canada,10,1778,412
2024-03-18,Laptop,Germany,10,6597,995
2024-03-18,Camera,Canada,10,45350,12066
2024-03-19,Camera,Canada,6,12938,3432
2024-03-19,Camera,Canada,8,21543,5192
2024-03-19,Headphones,UK,8,34282,6537
2024-03-19,Headphones,USA,1,7042,1949
2024-03-19,Headphones,USA,4,22925,6041
2024-03-19,Camera,India,5,47781,13979
2024-03-20,Smartwatch,India,1,13194,1638
2024-03-20,Headphones,USA,6,31331,5487
2024-03-20,Headphones,Canada,1,35371,3590
2024-03-20,Headphones,Germany,5,10332,1351
2024-03-20,Tablet,India,9,19511,3550
2024-03-21,Headphones,Canada,1,1873,559
2024-03-21,Mobile,UK,1,33317,4626
2024-03-21,Mobile,UK,4,9348,2485
2024-03-21,Laptop,Canada,3,29384,6403
2024-03-21,Headphones,UK,6,15207,2398
2024-03-21,Tablet,Germany,9,17871,4892
2024-03-22,Camera,UK,10,14027,2534
2024-03-22,Camera,USA,2,17068,3118
2024-03-22,Mobile,USA,2,49132,8169
2024-03-22,Smartwatch,India,5,9195,1248
2024-03-22,Camera,Germany,9,36220,10536
2024-03-23,Headphones,USA,8,16248,3128
2024-03-23,Smartwatch,Germany,8,49492,13193
2024-03-23,Headphones,Germany,10,46675,10873
2024-03-23,Mobile,USA,5,9378,1327
2024-03-23,Laptop,Germany,1,38378,6662
2024-03-24,Mobile,USA,3,10097,1930
2024-03-24,Mobile,UK,7,43761,4584
2024-03-24,Mobile,India,7,41774,5141
2024-03-24,Mobile,USA,1,27302,6531
2024-03-24,Camera,UK,7,46737,8033
2024-03-25,Smartwatch,UK,4,28976,8536
2024-03-25,Headphones,Germany,2,1564,433
2024-03-25,Headphones,India,5,22636,4599
2024-03-25,Headphones,Germany,8,39862,11845
2024-03-25,Smartwatch,Germany,3,45848,9239
2024-03-26,Smartwatch,USA,3,27849,4051
2024-03-26,Headphones,India,5,14925,2387
2024-03-26,Tablet,UK,8,44001,5511
2024-03-26,Smartwatch,USA,2,10143,2641
2024-03-26,Headphones,UK,3,13711,3140
2024-03-27,Headphones,USA,8,1163,279
2024-03-27,Tablet,India,6,45919,8761
2024-03-27,Tablet,Canada,5,23066,6543
2024-03-27,Smartwatch,USA,1,21743,4676
2024-03-27,Smartwatch,USA,10,43982,6098
2024-03-27,Headphones,UK,7,49795,14626
2024-03-28,Headphones,Canada,3,9669,2464
2024-03-28,Camera,India,5,41520,11478
2024-03-28,Laptop,UK,1,37736,11260
2024-03-28,Headphones,Canada,9,48089,6491
2024-03-28,Mobile,USA,4,44288,6747
2024-03-29,Mobile,Germany,4,4539,826
2024-03-29,Camera,USA,6,26138,4058
2024-03-29,Camera,India,9,3523,490
2024-03-30,Camera,Germany,9,39565,9257
2024-03-30,Mobile,Germany,2,31509,5595
2024-03-30,Tablet,Canada,4,10645,2497
2024-03-30,Smartwatch,Canada,2,37935,8170
2024-03-30,Camera,Canada,5,9596,2334
2024-03-31,Laptop,USA,7,26460,5918
2024-03-31,Camera,India,6,39852,9428
2024-03-31,Smartwatch,UK,7,34563,5074
2024-03-31,Camera,India,4,11785,2019
2024-03-31,Laptop,USA,3,20247,2948
2024-03-31,Smartwatch,India,6,24064,3130
2024-04-01,Laptop,India,3,36813,4011
2024-04-01,Tablet,India,1,29156,5895
2024-04-01,Laptop,India,9,2984,304
2024-04-01,Mobile,UK,5,14327,3212
2024-04-02,Camera,Canada,8,36024,10147
2024-04-02,Tablet,India,6,33958,8886
2024-04-02,Camera,UK,3,32051,4775
2024-04-02,Headphones,USA,10,31072,8386
2024-04-02,Smartwatch,UK,9,6623,747
2024-04-03,Tablet,Germany,2,19996,2979
2024-04-03,Camera,India,3,36128,4968
2024-04-03,Tablet,UK,6,45476,11659
2024-04-04,Headphones,USA,9,47432,8940
2024-04-04,Headphones,India,3,48929,5504
2024-04-04,Tablet,USA,5,19895,5223
2024-04-05,Tablet,India,5,24772,2960
2024-04-05,Smartwatch,India,6,13465,3679
2024-04-05,Mobile,UK,9,21786,5111
2024-04-05,Tablet,India,3,11415,3125
2024-04-05,Smartwatch,USA,9,13828,2915
2024-04-06,Mobile,USA,7,27604,3506
2024-04-06,Tablet,India,6,26668,3729
2024-04-06,Laptop,Canada,9,26728,6321
2024-04-07,Laptop,Germany,4,27931,4977
2024-04-07,Tablet,India,8,1301,262
2024-04-07,Camera,Germany,7,7849,995
2024-04-08,Laptop,India,9,42726,6404
2024-04-08,Headphones,UK,2,27295,3095
2024-04-08,Laptop,Germany,5,20724,2379
2024-04-08,Smartwatch,India,8,22509,6299
2024-04-09,Smartwatch,UK,8,26215,3469
2024-04-09,Tablet,USA,2,27638,4650
2024-04-09,Mobile,India,7,34883,3863
2024-04-10,Camera,USA,2,49322,12661
2024-04-10,Camera,India,7,35939,8643
2024-04-10,Smartwatch,India,8,48000,10339
2024-04-11,Laptop,India,4,7363,1831
2024-04-11,Tablet,USA,7,23380,3886
2024-04-11,Mobile,Canada,4,3208,781
2024-04-11,Camera,Canada,3,11864,1447
2024-04-11,Headphones,India,1,18952,3728
2024-04-12,Tablet,Germany,8,17189,3951
2024-04-12,Headphones,India,9,1325,187
2024-04-12,Camera,Canada,9,24893,3835
2024-04-12,Laptop,Canada,7,3441,814
2024-04-12,Smartwatch,Germany,7,23424,6929
2024-04-12,Headphones,USA,8,10113,1039
2024-04-13,Camera,India,4,45762,9842
2024-04-13,Mobile,USA,1,37590,6027
2024-04-13,Mobile,UK,7,5377,1217
2024-04-14,Smartwatch,UK,3,16964,2416
2024-04-14,Headphones,India,10,40623,11936
2024-04-14,Mobile,USA,6,32739,9424
2024-04-14,Camera,India,1,31517,5159
2024-04-14,Camera,Germany,4,1389,200
2024-04-14,Camera,UK,8,43473,13034
2024-04-15,Tablet,USA,6,31724,5661
2024-04-15,Smartwatch,UK,8,33631,5182
2024-04-15,Camera,Germany,1,43919,9708
2024-04-15,Camera,India,4,3461,616
2024-04-15,Camera,Canada,6,30975,3564
2024-04-16,Tablet,Germany,7,23427,3841
2024-04-16,Mobile,India,4,18049,2168
2024-04-16,Headphones,Germany,7,7469,1560
2024-04-16,Tablet,Germany,7,31265,4003
2024-04-17,Smartwatch,Canada,7,34651,7557
2024-04-17,Camera,Canada,4,13922,2001
2024-04-17,Laptop,UK,3,15129,2354
2024-04-17,Headphones,UK,2,45851,4628
2024-04-17,Headphones,UK,9,31677,5000
2024-04-18,Mobile,Germany,4,43930,6897
2024-04-18,Laptop,Canada,5,14312,3143
2024-04-18,Laptop,USA,1,12614,1692
2024-04-18,Headphones,Canada,4,38870,9975
2024-04-18,Camera,Germany,10,18543,5493
2024-04-19,Headphones,India,6,3431,1014
2024-04-19,Camera,Canada,2,32517,3284
2024-04-19,Mobile,India,4,49629,6857
2024-04-19,Headphones,India,4,22509,4648
2024-04-19,Laptop,UK,5,40529,8864
2024-04-20,Headphones,USA,3,49142,6668
2024-04-20,Mobile,USA,10,25434,6370
2024-04-20,Headphones,USA,3,11732,2540
2024-04-20,Tablet,India,7,31057,9091
2024-04-20,Mobile,UK,5,22719,5103
2024-04-20,Mobile,USA,3,34831,4855
2024-04-21,Mobile,Germany,3,12960,3731
2024-04-21,Mobile,USA,8,45874,12702
2024-04-21,Tablet,India,8,42513,6018
2024-04-21,Headphones,India,5,20219,3647
2024-04-21,Tablet,Canada,8,3393,829
2024-04-22,Smartwatch,India,1,38148,8247
2024-04-22,Smartwatch,UK,1,9462,2701
2024-04-22,Smartwatch,Canada,2,47616,9360
2024-04-22,Tablet,Germany,6,27177,8152
2024-04-23,Smartwatch,Canada,9,15127,3219
2024-04-23,Camera,Germany,6,12055,1370
2024-04-23,Camera,Germany,3,13103,3553
2024-04-24,Headphones,Germany,7,40633,10067
2024-04-24,Headphones,India,10,18348,3108
2024-04-24,Smartwatch,Germany,10,39766,10417
2024-04-24,Laptop,Germany,1,10276,1968
2024-04-24,Tablet,Canada,10,42371,6990
2024-04-24,Smartwatch,Germany,8,4692,894
2024-04-25,Laptop,Canada,5,43692,10112
2024-04-25,Smartwatch,India,4,19629,4895
2024-04-25,Mobile,USA,4,22009,4968
2024-04-25,Camera,USA,9,3958,398
2024-04-26,Smartwatch,UK,6,11244,2183
2024-04-26,Laptop,UK,8,13752,3519
2024-04-26,Tablet,Germany,6,17529,4005
2024-04-26,Laptop,USA,5,27344,5820
2024-04-26,Camera,UK,7,45963,11827
2024-04-27,Laptop,Germany,2,14337,3758
2024-04-27,Laptop,Canada,10,23701,7028
2024-04-27,Camera,UK,3,47601,9114
2024-04-27,Smartwatch,Germany,4,42711,6771
2024-04-27,Smartwatch,Canada,4,19885,2190
2024-04-27,Headphones,UK,10,13740,1745
2024-04-28,Mobile,UK,6,36555,7400
2024-04-28,Smartwatch,India,1,4656,575
2024-04-28,Laptop,India,2,48792,7357
2024-04-29,Laptop,UK,10,41430,4816
2024-04-29,Laptop,USA,9,8286,2434
2024-04-29,Smartwatch,India,10,23788,5794
2024-04-29,Camera,USA,6,44011,12385
2024-04-30,Headphones,India,1,49410,13059
2024-04-30,Camera,UK,9,43053,9033
2024-04-30,Smartwatch,UK,5,1856,545
2024-05-01,Tablet,Canada,3,10267,2269
2024-05-01,Smartwatch,Germany,3,26019,5225
2024-05-01,Mobile,Germany,5,29368,6384
2024-05-01,Laptop,India,6,10402,1056
2024-05-01,Camera,Canada,2,14646,2267
2024-05-01,Mobile,UK,1,1342,203
2024-05-02,Laptop,UK,5,2142,483
2024-05-02,Tablet,Canada,9,20401,3950
2024-05-02,Headphones,UK,10,42618,7659
2024-05-02,Headphones,India,3,14124,2451
2024-05-02,Tablet,USA,6,29718,8225
2024-05-02,Camera,UK,6,12563,3541
2024-05-03,Tablet,USA,7,13788,3787
2024-05-03,Tablet,USA,4,32257,6311
2024-05-03,Mobile,Canada,7,44848,10199
2024-05-03,Camera,USA,2,37037,10772
2024-05-03,Headphones,UK,7,5527,1621
2024-05-04,Laptop,UK,4,30897,4006
2024-05-04,Mobile,UK,2,15311,2593
2024-05-04,Laptop,Canada,4,2345,698
2024-05-04,Camera,India,6,30191,6924
2024-05-04,Headphones,UK,7,6888,1946
2024-05-05,Tablet,UK,8,48453,10206
2024-05-05,Laptop,USA,3,7340,1581
2024-05-05,Headphones,Germany,1,26979,2837
2024-05-05,Laptop,India,10,11871,3270
2024-05-06,Camera,Canada,1,30914,6352
2024-05-06,Smartwatch,UK,5,49689,5417
2024-05-06,Smartwatch,USA,4,30277,6984
2024-05-06,Mobile,Germany,7,18524,5457
2024-05-07,Headphones,India,10,25671,5802
2024-05-07,Laptop,USA,2,30259,8813
2024-05-07,Laptop,USA,6,48483,6280
2024-05-08,Smartwatch,Canada,1,41052,11102
2024-05-08,Laptop,Germany,2,16391,3014
2024-05-08,Camera,USA,8,43155,4807
2024-05-08,Mobile,UK,6,23058,2860
2024-05-08,Mobile,Canada,7,10829,2059
2024-05-08,Laptop,Canada,4,21781,2582
2024-05-09,Smartwatch,USA,9,20520,2162
2024-05-09,Mobile,Canada,4,21174,3700
2024-05-09,Laptop,Germany,4,15861,2865
2024-05-09,Headphones,India,5,42082,8884
2024-05-10,Laptop,Germany,4,4573,607
2024-05-10,Camera,Canada,10,46959,12187
2024-05-10,Headphones,UK,8,8878,2230
2024-05-10,Headphones,UK,2,30811,7096
2024-05-11,Headphones,USA,3,46732,5590
2024-05-11,Camera,UK,9,36353,5735
2024-05-11,Tablet,India,9,12529,3000
2024-05-11,Tablet,Germany,6,25267,3782
2024-05-11,Mobile,UK,7,7526,909
2024-05-11,Camera,Germany,3,17458,2081
2024-05-12,Camera,Canada,10,6789,1596
2024-05-12,Smartwatch,USA,8,11705,2829
2024-05-12,Camera,Canada,2,26533,4126
2024-05-13,Tablet,India,1,3464,547
2024-05-13,Tablet,USA,2,13848,2864
2024-05-13,Smartwatch,USA,9,49188,9018
2024-05-13,Camera,USA,9,19937,4568
2024-05-13,Camera,USA,7,18188,4328
2024-05-13,Headphones,India,10,9362,1953
2024-05-14,Smartwatch,UK,1,48008,13131
2024-05-14,Camera,USA,5,13927,1762
2024-05-14,Tablet,Canada,10,6785,1443
2024-05-14,Camera,USA,4,43856,10691
2024-05-15,Camera,India,2,3704,888
2024-05-15,Tablet,USA,3,39177,9098
2024-05-15,Smartwatch,USA,5,34881,7424
2024-05-15,Smartwatch,Canada,2,27459,5522
2024-05-16,Mobile,India,8,49739,8005
2024-05-16,Camera,India,6,26675,5483
2024-05-16,Tablet,UK,3,30342,3104
2024-05-16,Headphones,USA,3,13773,2590
2024-05-17,Tablet,India,9,23926,4134
2024-05-17,Mobile,USA,9,30614,4166
2024-05-17,Headphones,India,7,48489,5394
2024-05-17,Laptop,Canada,2,49976,8712
2024-05-17,Laptop,India,4,9685,1651
2024-05-18,Camera,Canada,3,48154,10971
2024-05-18,Camera,Canada,6,22589,4616
2024-05-18,Tablet,USA,8,1523,191
2024-05-18,Tablet,India,6,14067,3984
2024-05-19,Smartwatch,India,4,30812,6130
2024-05-19,Smartwatch,Canada,1,45166,5053
2024-05-19,Tablet,Canada,10,33699,6524
2024-05-19,Laptop,Canada,2,39191,7654
2024-05-19,Mobile,UK,3,12644,3167
2024-05-20,Smartwatch,UK,10,41076,9421
2024-05-20,Mobile,Canada,1,44583,8545
2024-05-20,Tablet,USA,6,41131,8783
2024-05-20,Mobile,Canada,1,10381,1166
2024-05-20,Laptop,Germany,5,13047,3211
2024-05-20,Laptop,USA,1,2930,803
2024-05-21,Laptop,India,2,14030,2182
2024-05-21,Camera,Canada,4,42925,10687
2024-05-21,Mobile,Germany,9,37725,3803
2024-05-21,Mobile,India,10,33131,6688
2024-05-21,Tablet,UK,7,17191,2680
2024-05-21,Camera,Canada,8,25036,4969
2024-05-22,Headphones,India,3,46014,5924
2024-05-22,Tablet,India,7,17932,2217
2024-05-22,Camera,Germany,9,14712,3974
2024-05-22,Tablet,Germany,3,32009,8697
2024-05-22,Headphones,UK,10,3435,783
2024-05-22,Mobile,UK,8,17038,4001
2024-05-23,Tablet,Germany,6,27282,3271
2024-05-23,Laptop,UK,6,33145,9367
2024-05-23,Headphones,USA,8,41490,5541
2024-05-23,Laptop,USA,6,41383,6351
2024-05-23,Laptop,Canada,7,45075,8591
2024-05-23,Camera,UK,2,12538,2564
2024-05-24,Headphones,India,6,11997,2165
2024-05-24,Mobile,India,6,2908,840
2024-05-24,Camera,India,9,12026,2400
2024-05-25,Smartwatch,USA,5,37782,4904
2024-05-25,Mobile,India,2,32501,7895
2024-05-25,Smartwatch,USA,4,7684,1764
2024-05-25,Mobile,UK,2,25601,4299
2024-05-26,Camera,UK,1,25407,5698
2024-05-26,Tablet,Germany,7,18135,1960
2024-05-26,Smartwatch,Germany,10,17849,4227
2024-05-26,Mobile,Germany,5,32986,6345
2024-05-26,Tablet,India,9,29463,8700
2024-05-27,Smartwatch,USA,3,22749,5682
2024-05-27,Headphones,USA,2,15429,2174
2024-05-27,Smartwatch,USA,9,26469,5303
2024-05-28,Tablet,Canada,6,34864,4190
2024-05-28,Laptop,India,7,23363,5075
2024-05-28,Tablet,Canada,1,38432,9547
2024-05-28,Mobile,Canada,8,16263,2426
2024-05-28,Camera,Canada,9,15170,2200
2024-05-28,Headphones,Canada,7,33877,4403
2024-05-29,Tablet,USA,3,34216,3959
2024-05-29,Tablet,UK,6,24501,3241
2024-05-29,Mobile,India,1,42194,6447
2024-05-29,Headphones,UK,8,10518,1176
2024-05-30,Smartwatch,UK,7,49252,13104
2024-05-30,Headphones,Germany,3,35646,5254
2024-05-30,Laptop,UK,5,46940,10240
2024-05-30,Tablet,India,8,47809,6489
2024-05-31,Camera,Canada,10,47952,13469
2024-05-31,Camera,Canada,5,40646,9963
2024-05-31,Smartwatch,Canada,3,48516,5684
2024-05-31,Mobile,UK,9,11549,3091
2024-05-31,Headphones,Germany,2,10367,1836
2024-05-31,Mobile,India,6,31297,7944
2024-06-01,Tablet,Canada,9,39482,9045
2024-06-01,Camera,Germany,3,1607,276
2024-06-01,Laptop,Canada,7,22458,5543
2024-06-01,Tablet,USA,8,47788,12684
2024-06-01,Laptop,India,8,23787,3905
2024-06-01,Mobile,USA,4,16436,4352
2024-06-02,Headphones,Germany,5,3889,809
2024-06-02,Tablet,Germany,1,23753,3599
2024-06-02,Mobile,India,4,34122,8852
2024-06-03,Mobile,Canada,8,30012,7647
2024-06-03,Tablet,USA,1,41959,11144
2024-06-03,Mobile,UK,2,4698,484
2024-06-03,Camera,India,3,34249,3636
2024-06-04,Tablet,Canada,3,8737,2323
2024-06-04,Mobile,Canada,3,44279,6474
2024-06-04,Laptop,UK,7,24632,3652
2024-06-04,Tablet,Germany,1,2808,820
2024-06-05,Laptop,USA,9,1780,357
2024-06-05,Smartwatch,UK,2,46340,5972
2024-06-05,Mobile,India,8,13221,2405
2024-06-05,Headphones,USA,9,25107,3602
2024-06-06,Mobile,India,2,21543,3124
2024-06-06,Tablet,USA,10,1934,222
2024-06-06,Headphones,India,3,33019,9775
2024-06-07,Laptop,USA,6,37636,9116
2024-06-07,Smartwatch,USA,6,47212,12838
2024-06-07,Camera,USA,4,36266,6305
2024-06-07,Laptop,India,5,7390,2201
2024-06-07,Smartwatch,USA,10,43725,5146
2024-06-08,Headphones,UK,7,14334,2070
2024-06-08,Laptop,UK,3,47740,4784
2024-06-08,Laptop,Germany,5,26080,2631
2024-06-08,Laptop,India,4,1323,190
2024-06-08,Smartwatch,India,2,25881,6740
2024-06-09,Mobile,USA,7,46860,11594
2024-06-09,Headphones,UK,3,25678,3157
2024-06-09,Smartwatch,Canada,7,7726,1116
2024-06-09,Camera,Germany,3,32991,4215
2024-06-09,Camera,UK,6,27279,2975
2024-06-10,Headphones,Canada,9,37018,8903
2024-06-10,Tablet,Canada,6,48333,7420
2024-06-10,Laptop,Canada,9,13014,2350
2024-06-10,Camera,India,1,14504,3502
2024-06-10,Laptop,USA,3,9520,2711
2024-06-11,Mobile,UK,3,30817,8996
2024-06-11,Headphones,USA,2,44364,7489
2024-06-11,Headphones,India,1,11415,2468
2024-06-11,Tablet,India,9,18764,2248
2024-06-11,Smartwatch,Germany,5,10971,2958
2024-06-11,Smartwatch,UK,3,22711,6189
2024-06-12,Headphones,USA,10,11563,1817
2024-06-12,Camera,Germany,10,3419,413
2024-06-12,Smartwatch,UK,8,9796,1228
2024-06-13,Mobile,Germany,4,43446,4635
2024-06-13,Tablet,USA,1,24318,2491
2024-06-13,Headphones,USA,4,24129,4238
2024-06-13,Laptop,Germany,1,33590,4704
2024-06-14,Tablet,UK,9,43270,12432
2024-06-14,Tablet,Germany,1,43392,11017
2024-06-14,Headphones,Germany,6,7773,1254
2024-06-14,Mobile,Germany,1,19109,4616
2024-06-14,Tablet,Canada,8,48288,12374
2024-06-15,Tablet,Germany,7,1352,359
2024-06-15,Camera,Germany,1,49870,14254
2024-06-15,Headphones,USA,5,36607,6459
2024-06-15,Headphones,Canada,9,37057,4418
2024-06-15,Headphones,Canada,1,8100,2103
2024-06-15,Mobile,Germany,4,1014,146
2024-06-16,Smartwatch,Germany,8,49262,5246
2024-06-16,Tablet,UK,5,24056,5816
2024-06-16,Mobile,USA,3,7402,2184
2024-06-16,Smartwatch,Canada,8,22593,6670
