date,product,sales,users
2024-12-24,Game Pass,13406,303
2024-12-24,Premium Subscription,16067,316
2024-12-24,In-game Purchase,10136,182
2024-12-25,Game Pass,14880,354
2024-12-25,Premium Subscription,17309,415
2024-12-25,In-game Purchase,8746,188
2024-12-26,Game Pass,14624,329
2024-12-26,Premium Subscription,16830,297
2024-12-26,In-game Purchase,9682,164
2024-12-27,Game Pass,13308,270
2024-12-27,Premium Subscription,17381,347
2024-12-27,In-game Purchase,9104,172
2024-12-28,Game Pass,19022,368
2024-12-28,Premium Subscription,22354,451
2024-12-28,In-game Purchase,12601,236
2024-12-29,Game Pass,16807,396
2024-12-29,Premium Subscription,23128,418
2024-12-29,In-game Purchase,11646,228
2024-12-30,Game Pass,13791,234
2024-12-30,Premium Subscription,19017,386
2024-12-30,In-game Purchase,9671,236
2024-12-31,Game Pass,13906,291
2024-12-31,Premium Subscription,18333,364
2024-12-31,In-game Purchase,9708,165
